"","species","tax_level","growth_form","height","seed_mass","leaf_area","leaf_area_per_mass"
"1038","Primula vulgaris","species","herb","0.115","0.9158","6409","28.6"
"1039","Prunella vulgaris 1","species","herb","0.157670307692308","0.963407676470588","673.2065","29.0513089351181"
"1040","Prunus avium 1","species","tree","14.5529384883721","184.452624615385","2687.4002","13.0970642637927"
"1041","Prunus cerasifera 1","species","tree","7.114","468.017193142857",NA,"10.8005"
"1042","Prunus spinosa 1","species","shrub","2.308","199.474305176471","444.175","13.6342957207919"
"1043","Pseudofumaria lutea","species",NA,"0.1875",NA,"1098","23.5"
"1044","Pteridium aquilinum 1","species","herb","1.13571428571429",NA,NA,"17.7984489515385"
"1045","Pulicaria dysenterica","species","herb","0.45",NA,"1199.5","30.55"
"1046","Pyrus communis 2","species","tree","6.67870909090909","32.1818618181818",NA,"7.007047938"
"1047","Ranunculus acris 1","species","herb","0.278068181818182","1.42876923076923","620.705161290323","22.0026951640426"
"1048","Ranunculus auricomus 1","species","herb","0.19",NA,"1276.5","31.9333333333333"
"1049","Ranunculus bulbosus","species","herb","0.23125","2.566","1081.33333333333","18.939214286"
"1050","Ranunculus ficaria","species","herb","0.127777777777778","5","673","31.7875"
"1051","Ranunculus repens 1","species","herb","0.253909090909091","2.3","3593.55555555556","23.6490374169643"
"1052","Reseda lutea","species","herb","0.375","0.83875","1090","17.9333333333333"
"1053","Reseda luteola","species","herb","0.708333333333333","0.236","1097.125","20.2027272727273"
"1054","Rhamnus cathartica 1","species","shrub","5.44948571428571","29.1554784","1747.06","13.8588628183771"
"1055","Rhinanthus minor","species","herb","0.39375","2.00985714285714","360.333333333333","20.0238144945455"
"1056","Ribes nigrum 1","species","shrub","1.35909090909091",NA,"3757.35","16.02877519496"
"1057","Ribes rubrum 1","species","shrub","1.37",NA,"5107.5","29.1139777029877"
"1058","Ribes uva crispa 1","species","shrub","0.69",NA,"902.34","23.2087899544025"
"1059","Rorippa amphibia","species","herb","0.653125","0.103333333333333","12853","30.16038619"
"1060","Rorippa nasturtium aquaticum","species","herb",NA,"0.1985",NA,NA
"1061","Rosa arvensis","species","dependant","1.0625",NA,"329.833333333333","21.975"
"1062","Rosa canina 1","species","shrub","1.64","15.5887229090909","257","12.3085283065587"
"1063","Rosa tomentosa","species","shrub","1.44",NA,"247","1.08459869848156e-05"
"1064","Rubus caesius 1","species","shrub","0.47","3.35333333333333","9655.33333333333","19.3"
"1065","Rubus fruticosus 1","species","shrub","1.82875","2.295","2061.8","15.78375"
"1066","Rubus idaeus 1","species","shrub","1.36363636363636","1.92276711111111","1250","21.2070937216572"
"1067","Rumex acetosa 1","species","herb","0.135473684210526","0.654590909090909","2978.68681125806","31.2337672983824"
"1068","Rumex acetosella 1","species","herb","0.1329141875","0.72092435","104.60045","26.433089602093"
"1069","Rumex conglomeratus","species","herb","0.725","1.86471214285714","4190","22"
"1070","Rumex crispus","species","herb","0.616544833333333","1.7043535","8894.7","23.9109785253333"
"1071","Rumex hydrolapathum","species",NA,"1.49","2.52142857142857","37973.325","15.6657142857143"
"1072","Rumex obtusifolius","species","herb","0.606916666666667","1.45733333333333","43260.25","30.1971184935714"
"1073","Rumex sanguineus","species","herb","0.745","1.13","4734","25"
"1074","Sagina procumbens","species","herb","0.08","0.01625","8","19.25"
"1075","Salix caprea 1","species","tree","7.43835","0.144700875","2047.28333333333","12.5110544004675"
"1076","Salix fragilis 1","species","tree","13.3501846153846","0.141165333333333","470","8.71230940310211"
"1077","Salix purpurea","species","shrub","2.95250909090909","0.09","130","6.23995392641904"
"1078","Salix triandra","species","shrub","4.425","0.029","636.25","10.5995391444358"
"1079","Salix viminalis","species","shrub","3.91",NA,"384.75","10.8857722836549"
"1080","Sambucus nigra 1","species","shrub","5.44555555555556","12.94845575","990.2","19.1704586389512"
"1081","Sanguisorba minor","species","herb","0.218181818181818","7.42961538461538","3124.25","19.7292523409091"
"1082","Sanicula europaea","species","herb","0.319444444444444","3.29333333333333","2414","30.95"
"1083","Saxifraga tridactylites","species","herb","0.0627777777777778","0.0133","38","28.77"
"1084","Scabiosa columbaria","species","herb","0.363928571428571","1.96","5293.33333333333","19.1964068830769"
"1085","Schoenoplectus lacustris","species","herb",NA,NA,NA,NA
"1086","Scrophularia auriculata","species","herb","0.40625","0.12","15875.6666666667","22.825"
"1087","Scrophularia nodosa","species","herb","0.60625","0.11","8166","26"
"1088","Scrophularia vernalis","species","herb","0.694583333333333",NA,"3516.625","23.942"
"1089","Sedum acre 1","species","herb","0.0655555555555556","0.035",NA,"10.9"
"1090","Senecio erucifolius","species","herb","0.675","0.373333333333333","2285.5","14.3766666666667"
"1091","Senecio jacobaea","species","herb","0.686793103448276","0.2625","2894.533125","26.9363701102381"
"1092","Senecio squalidus","species","herb","0.25","0.2425","1060.4375","24.4394117647059"
"1093","Silene dioica","species","herb","0.589","0.662","3533","39.2691578947368"
"1094","Silene latifolia 1","species","herb","0.45975","0.603888888888889","25295.2196153846","21.217893583"
"1095","Silene vulgaris","species","herb","0.407821428571429","0.938152173913044","9221.06833333333","29.3052907791803"
"1096","Sinapis alba","species","herb","0.4025","5.48125","2316","23.0171428571429"
"1097","Sison amomum","species","herb","0.65","1.24","6204","22.7"
"1098","Sisymbrium officinale","species","herb","0.36","0.294","1728.47916666667","31.1828571428571"
"1099","Solanum dulcamara","species","herb","1.18181818181818","26.48972325","1825.17157142857","33.3669708333333"
"1100","Solidago canadensis","species","herb","0.831761061946903","0.0723636363636364","36413.294","13.0623831648696"
"1101","Sonchus arvensis","species","herb","1.165","0.410976333333333","9056.2990366","22.231954108"
"1102","Sonchus asper","species","herb","0.70125","0.255358714285714","5327.992","24.1478616986667"
"1103","Sonchus oleraceus","species","NA","1.03409090909091","0.303702928571429","6731.2425","37.9652151821053"
"1104","Sorbus aria","species","tree","6.55111111111111","169.126666666667","5194.7","20.5783639106632"
"1105","Sorbus aucuparia 1","species","tree","8.70430268589744","15.6541576","730.290028571429","10.7430853767383"
"1106","Stachys officinalis 1","species","herb","0.358333333333333","11.256","2281.375","20.3295454545455"
"1107","Stachys palustris","species","herb","0.608333333333333","0.9725","937.72","35.9991395533333"
"1108","Stachys sylvatica","species","herb","0.525","1.47125","2139.5","46.49625"
"1109","Stellaria graminea 1","species","herb","0.2949","0.2715","76.3333333333333","32.70140609"
"1110","Stellaria holostea 1","species","herb","0.283333333333333","2.92","216","30.981700233"
"1111","Symphoricarpos rivularis","species","shrub",NA,"6.97",NA,NA
"1112","Symphytum officinale 1","species","herb","0.5047","11.13","8816.25","26.0168377542857"
"1113","Symphytum uplandicum","genus","herb","0.421608695652174","8.99","5416.85","28.0052045914286"
"1114","Tamus communis","family","dependant","2.75","13.7158333333333","6124","30.3"
"1115","Tanacetum parthenium","species","herb","0.29","0.1","4563","36.3"
"1116","Tanacetum vulgare 1","species","herb","0.6058","0.141111111111111","8376","20.38599947"
"1117","Taraxacum sp  1","genus","herb","0.141810344827586","0.5945226875","2336.43390466","40.5570518749744"
"1118","Taxus baccata","species","tree","14.7675","61.1539124","51.3375","7.01832715030529"
"1119","Thymus polytrichus","genus","shrub","0.165375","1.13560180952381","11.5982876954","16.8692040123636"
"1120","Tilia vulgaris","genus","tree","18.4944359780182","73.2930672777778","12765.2807692308","25.442144935574"
"1121","Torilis japonica","species","herb","0.575","1.654","3936.66666666667","28.0666666666667"
"1122","Trachystemon orientale","genus","herb","0.4",NA,NA,NA
"1123","Tragopogon pratensis","species","herb","0.464285714285714","3.5475","1507.5","25.0322222222222"
"1124","Trifolium campestre 1","species","herb","0.275","0.3054","180.666666666667","27.0833333333333"
"1125","Trifolium dubium","species","herb","0.491946225806452","0.768378230769231","159.014193939394","45.0880137534783"
"1126","Trifolium medium","species","herb","0.29225","1.75357142857143","1437","18.6903609566667"
"1127","Trifolium pratense 1","species","herb","0.317818181818182","1.61913793103448","896.076753","22.5840299382692"
"1128","Trifolium repens 1","species","herb","0.131202595238095","0.524251348837209","321073.214144848","31.7824236215441"
"1129","Tripleurospermum inodorum 1","species","herb","0.6","0.49",NA,NA
"1130","Trisetum flavescens","species","grass","0.492666666666667","0.4592","385","22.6092905778947"
"1131","Tussilago farfara 1","species","herb","0.16375","0.346666666666667","48997.5","19.625"
"1132","Typha latifolia","species","herb","1.9454546","0.155081888888889","18604.0575","11.0634361565"
"1133","Ulmus glabra 1","species","tree","29.02","11.6028298571429","3328.3375","17.080189398418"
"1134","Urtica dioica 1","species","herb","0.480761904761905","0.1262775","4076.62828555556","22.1834656468364"
"1135","Valerianella dentata","species","herb","0.19","1.09","138.25","30.513"
"1136","Valerianella locusta","species","herb","0.131666666666667","1.91772625","152","31.7"
"1137","Verbascum nigrum","species","herb","0.715625","0.13","28632","18.7"
"1138","Verbascum thapsus 1","species","herb","0.84375","0.0853846153846154","21628.3333333333","16.9182175133333"
"1139","Veronica arvensis","species","herb","0.123","0.115885882352941","139.9945","27.7401275"
"1140","Veronica beccabunga","species","herb","0.616644444444444","0.247105263157895","717.719302325581","41.6196697727273"
"1141","Veronica chamaedrys 1","species","herb","0.2471875","0.238562131578947","1444.23267413793","32.5695715330645"
"1142","Veronica filiformis","species","herb","0.175",NA,"52.5","35.925"
"1143","Veronica hederifolia","species","herb","0.19","3.985","261.75","34.7876923076923"
"1144","Veronica montana","species","herb","0.247222222222222","0.38","458","36.8353"
"1145","Veronica officinalis 1","species","herb","0.138424571428571","0.106112113636364","350.283181578947","38.9405898148148"
"1146","Veronica serpyllifolia","species","herb","0.163888888888889","0.054556","188","22.8613434914286"
"1147","Viburnum lantana 1","species","shrub","3.4","47.3604108","3869.5","14.6005277302"
"1148","Viburnum opulus 1","species","shrub","2.91666666666667","35.310952","2048.4125","14.6311605956885"
"1149","Vicia cracca 1","species","herb","0.994","14.9495877777778","733.5236540425","24.8359711266667"
"1150","Vicia sepium 1","species","dependant","0.516666666666667","17.645","927.25","36.4687149142105"
"1151","Vinca minor 1","species","herb*","0.505","6.13","565","24.7"
"1152","Viola arvensis 1","species","herb","0.196875","0.351833333333333","546.5","24.32"
"1153","Viola hirta 1","species","herb","0.09375","3.344","3436","18.2333333333333"
"1154","Viola odorata 1","species","herb","0.205","3.192","1975.5","29.35"
"1155","Viola reichenbachiana","species","herb","0.12",NA,"488","29.674"
"1156","Viola riviniana","species","herb","0.155","1.185","532","24.7666666666667"
"1157","Acer pensylvanicum","species","tree","9.28299714228215","40.1154093333333","10801.875","24.8384797272358"
"1158","Acer rubrum","species","tree","14.8739035268994","22.7645646666667","6912.14248571429","20.5199952509436"
"1159","Acer saccharum","species","tree","18.1261788473441","55.313758","6676.40175438596","24.9076345052437"
"1160","Amelanchier canadensis","species","tree",NA,"8.085",NA,NA
"1161","Aronia sp ","genus","shrub","2.13333333333333","2.44141457142857","1302.5","12.3887364665407"
"1162","Betula alleghaniensis","species","tree","16.0584751516194","0.908840315789474","2880.66666666667","29.4714811320694"
"1163","Betula lenta","species","tree","17.1253945369578","0.702044285714286","3479.28571428571","24.5480305041667"
"1164","Betula papyrifera","species","tree","15.7832270495647","0.363436090909091","2965.06081818182","22.5103005181444"
"1165","Betula populifolia","species","tree","12.53871","0.0833154","1750","18.3549174345455"
"1166","Castanea dentata","species","tree","7.38725049504951","3464.893588","8240","19.40735374"
"1167","Cornus alternifolia","species","tree","10.6488","53.3338092",NA,"23.65924422"
"1168","Crataegus sp ","genus","tree","6.89393505463183","106.933037042553","592.599255555556","12.8023669304411"
"1169","Fagus grandifolia","species","tree","16.0293892051557","257.920042","4467.58620689655","26.2165395290175"
"1170","Fraxinus americana","species","tree","17.7851015812928","38.3108996","4784.99668235294","25.9779253448515"
"1171","Hamamelis virginiana","species","tree","10.668","97.1999744","4792.72727272727","22.9641103795"
"1172","Ilex verticillata","species","tree","4.30826666666667","17.1581408","1149.41176470588","23.1411634292075"
"1173","Kalmia angustifolia","species","shrub","0.85",NA,NA,"8.35294117733333"
"1174","Kalmia latifolia","species","tree","4.048","0.0169","1335.33333333333","9.47009644371972"
"1175","Lyonia ligustrina","species","shrub",NA,NA,"1236.66666666667","17.5259013544444"
"1176","Nemopanthus mucronata","genus","shrub","6.096",NA,"521.666666666667","24.8437632266667"
"1177","Nyssa sylvatica","species","tree","12.1238356127042",NA,"2537.72727272727","21.6204023031818"
"1178","Pinus strobus","species","tree","16.2188597329289","16.9352088571429","213.270333333333","11.1653562376985"
"1179","Populus tremuloides","species","tree","15.9142431386277","0.114943833333333","2367.76827777778","13.3040755503975"
"1180","Prunus serotina","species","tree","14.3683470994286","103.481333285714","2343.69558695652","18.8308517311291"
"1181","Quercus alba","species","tree","17.885938307264","2888.18252569231","8898.2638343949","16.1699028573924"
"1182","Quercus rubra 1","species","tree","19.2614824897242","3303.651682","12910.9848993289","15.2319312191465"
"1183","Quercus velutina","species","tree","18.0362414857462","1852.0369716","12960.028","13.411905937"
"1184","Rhododendron nudiflorum","species","shrub",NA,"0.0904666666666667",NA,NA
"1185","Sambucus pubens","species","shrub",NA,"1.7642435","2875","30.3434301766667"
"1186","Tsuga canadensis","species","tree","13.9611271982996","2.574532","48","7.94437249303334"
"1187","Vaccinium corymbosum","species","shrub","1.75","0.437131714285714","1120.44444444444","19.0857099819106"
"1188","Viburnum cassinoides","species","shrub",NA,"13.767253","2690","5.70804812357813"
"1189","Viburnum lantanoides","species","shrub",NA,NA,NA,NA
"1190","Ulmus pumila","species","shrub*","12.978633460076","6.2498485","876.3305245","8.849842172"
"1191","Ulmus americana","species","tree","14.083461321967","4.835392","5434.16666666667","14.2081470308908"
"1192","Ulmus rubra","species","tree","14.7199515477276","11.0716145","4522.99853846154","25.6633372115385"
"1193","Lomatium foeniculaceum","species","herb",NA,NA,NA,NA
"1194","Astragalus crassicarpus","species","herb",NA,"4.31111111111111",NA,NA
"1195","Draba cuneifolia","species","herb",NA,NA,NA,NA
"1196","Viola rafinesquii","genus","herb","0.176635658914729","1.47513279824561","1185.88910714286","29.6743579173125"
"1197","Carex meadii","species","herb","0.6","2.95",NA,NA
"1198","Cercis canadensis","species","tree","8.07688557371846","23.6308643809524","9692.71388888889","27.6229621620455"
"1199","Antennaria neglecta","species","herb","0.4","0.083",NA,NA
"1200","Hedyotis crassifolia","genus","shrub",NA,NA,NA,"8.111"
"1201","Prunus americana","species","tree","5.88507376425856","698.89444","2991.81666666667","30.73455"
"1202","Zanthoxylum americanum","species","shrub","7.2672","14.2892703333333",NA,NA
"1203","Viola pratincola","species","herb",NA,NA,NA,NA
"1204","Corydalis micrantha","species","herb",NA,NA,NA,NA
"1205","Packera plattensis","species","herb",NA,NA,NA,NA
"1206","Celtis occidentalis","species","tree","14.2630610375386","118.9316495","3739.57644444444","32.0696624893659"
"1207","Populus deltoides","species","tree","20.4682683844891","101.674199686275","8400","8.29037419703337"
"1208","Ribes missouriense","species","shrub",NA,"2.7947265",NA,NA
"1209","Quercus muehlenbergii","species","tree","15.2711444792974","1170.250057","5557.96666666667","19.3037866666667"
"1210","Phlox divaricata","species","herb",NA,"1.767",NA,NA
"1211","Viola pedatifida","species","herb",NA,NA,NA,NA
"1212","Lithospermum incisum","species","herb",NA,"4.7",NA,NA
"1213","Dicentra cucullaria","species","herb",NA,"1.314",NA,NA
"1214","Erythronium albidum","species","herb",NA,NA,NA,NA
"1215","Ceanothus herbaceus","species","shrub",NA,NA,NA,NA
"1216","Astragalus missouriensis","genus","herb","0.276076923076923","5.2889537037037","474.3339196944","28.1775260194242"
"1217","Oxalis violacea","species","herb","0.25","0.43725",NA,NA
"1218","Baptisia bracteata","species","herb",NA,NA,NA,NA
"1219","Aesculus glabra","species","tree","11.7265239735099","9037.6102006","5105.596","20.42287"
"1220","Glandularia canadensis","species","herb",NA,NA,NA,NA
"1221","Sisyrinchium campestre","species","herb",NA,NA,NA,NA
"1222","Glandularia bipinnatifida","species","herb",NA,NA,NA,NA
"1223","Nasturtium officinale","species","herb","0.31625","0.181","1435","42.225"
"1224","Nothocalais cuspidata","species","herb",NA,NA,NA,NA
"1225","Rhus aromatica","species","shrub",NA,"28.075",NA,NA
"1226","Quercus macrocarpa","species","tree","14.040307748206","5859.88850377778","19000","8.15000285062714"
"1227","Comandra umbellata","species","herb","0.4",NA,NA,NA
"1228","Anemone caroliniana","species","herb",NA,NA,NA,NA
"1229","Erigeron philadelphicus","species","herb",NA,"0.0396666666666667",NA,NA
"1230","Baptisia australis","species","herb",NA,NA,NA,NA
"1231","Prunus virginiana","species","tree","9.92692114285714","72.0651307619048","1528.1165","12.2587357675"
"1232","Lonicera maackii 1","species","shrub",NA,"3.06320866666667","2306.48128947368","27.9211659210526"
"1233","Hymenopappus scabiosaeus","species","herb",NA,NA,NA,NA
"1234","Zygadenus nuttallii","genus","herb",NA,NA,NA,NA
"1235","Erigeron strigosus","species","herb","0.6","0.045",NA,NA
"1236","Erigeron annuus","species","herb","0.763571428571429","0.03","859","25.02"
"1237","Pediomelum esculentum","species","herb",NA,NA,NA,NA
"1238","Zizia aurea","species","herb",NA,NA,NA,NA
"1239","Vicia americana 1","species","herb","0.376269","11.3573483333333",NA,"19.4991045796"
"1240","Dichanthelium oligosanthes","species","herb","0.6","1.117","83.2842857142857",NA
"1241","Crataegus mollis","species","tree","6.59011807228916","9",NA,NA
"1242","Robinia pseudoacacia 2","species","tree","16.0907499420488","19.5873364","4186.948","16.4904824366166"
"1243","Gleditsia triacanthos","species","tree","14.5272751627126","165.886215909091","274.9313","16.45942"
"1244","Juglans nigra","species","tree","17.1686299040688","11113.3059769231","2929.21957142857","18.9477150764228"
"1245","Callirhoe alcaeoides","species","herb",NA,NA,NA,NA
"1246","Buchloe dactyloides","species","grass",NA,NA,"1471.029",NA
"1247","Celastrus scandens","species","dependant",NA,"16.891465",NA,NA
"1248","Rubus occidentalis","species","shrub",NA,"1.3665305","810",NA
"1249","Rubus ostryifolius","species","shrub",NA,NA,NA,NA
"1250","Psoralidium tenuiflorum","species","herb",NA,NA,NA,NA
"1251","Asclepias viridis","species","herb",NA,NA,NA,"21.667194034"
"1252","Tradescantia bracteata","species","herb",NA,NA,NA,NA
"1253","Onosmodium molle","species","herb",NA,NA,NA,NA
"1254","Tragopogon dubius","species","herb","0.425","10.6086666666667","321.5","25.38"
"1255","Oenothera macrocarpa","species","herb",NA,NA,NA,NA
"1256","Amorpha fruticosa 1","species","shrub","2.5","8.24585125","200","8.795714255"
"1257","Callirhoe involucrata","species","herb",NA,NA,NA,NA
"1258","Hybanthus verticillatus","species","herb",NA,NA,NA,NA
"1259","Evolvulus nuttallianus","species",NA,NA,"4.95",NA,NA
"1260","Delphinium carolinianum","species","herb",NA,"0.52",NA,NA
"1261","Escobaria missouriensis","species","shrub",NA,NA,NA,NA
"1262","Rosa arkansana","species","shrub",NA,"13.5",NA,NA
"1263","Calystegia macounii","genus","herb","1.10454545454545","24.0475263157895","4181.9","27.14253662552"
"1264","Penstemon cobaea","species","herb",NA,NA,NA,NA
"1265","Penstemon grandiflorus","species","herb",NA,NA,NA,"10.5"
"1266","Mirabilis nyctaginea","species","herb",NA,"5",NA,NA
"1267","Smilax tamnoides","species","shrub",NA,"23.69",NA,NA
"1268","Vitis riparia","species","dependant",NA,"79",NA,"26.84958"
"1269","Plantago patagonica","species","herb",NA,"0.38",NA,NA
"1270","Calylophus serrulatus","genus","herb",NA,NA,NA,NA
"1271","Yucca glauca","species",NA,NA,"19.4191106666667",NA,NA
"1272","Mimulus glabratus","species","herb","0.4","0.013",NA,NA
"1273","Triosteum perfoliatum","species","herb","1.5",NA,NA,NA
"1274","Physalis virginiana","species","herb","1","1.53",NA,NA
"1275","Physalis pumila","species","herb",NA,NA,NA,NA
"1276","Apocynum cannabinum","species","herb","1.5",NA,NA,NA
"1277","Tripsacum dactyloides","species","herb",NA,"66.7",NA,NA
"1278","Cornus drummondii","species","tree","6.7056","46.668117","4109.475","24.9250891666667"
"1279","Schrankia nuttallii","species","herb",NA,NA,NA,NA
"1280","Physalis heterophylla","species","herb","1","1.34366666666667",NA,NA
"1281","Toxicodendron radicans","species","dependant",NA,"15.65",NA,NA
"1282","Asclepias tuberosa","species","herb","0.0748340611353712","7.005",NA,"33.2584368451219"
"1283","Verbascum blattaria","species","herb","0.725","0.11",NA,NA
"1284","Allium canadense","species","herb",NA,"14.6",NA,NA
"1285","Oenothera speciosa","genus","herb","0.720945945945946","0.499651753623188","14551.2648484848","21.7455272727273"
"1286","Ruellia humilis","species","herb",NA,NA,NA,NA
"1287","Solanum carolinense","genus","shrub","2.20199770114943","117.808333383562","10224.39604","12.2367854491283"
"1288","Scutellaria parvula","species","herb",NA,NA,NA,NA
"1289","Triodanus leptocarpa","not found","NA",NA,NA,NA,NA
"1290","Ruellia strepens","species","herb",NA,NA,NA,NA
"1291","Verbena bracteata","species","herb",NA,"0.4625",NA,NA
"1292","Verbena stricta","species","herb","0.9","1.01166666666667",NA,NA
"1293","Triodanus perfoliata","not found","NA",NA,NA,NA,NA
"1294","Potentilla recta","species","herb","0.4125","0.26","2602.5","15.9508333333333"
"1295","Linum sulcatum","species","herb",NA,"0.25",NA,NA
"1296","Grindelia squarrosa","species","herb",NA,"0.7",NA,NA
"1297","Echinacea angustifolia","species","herb",NA,"45.2666666666667",NA,NA
"1298","Asclepias syriaca","species","herb","0.071372096","5.948946375",NA,"15.3414905777778"
"1299","Asclepias stenophylla","genus","herb","0.0720723480333731","7.01286903333333",NA,"29.6426851076821"
"1300","Argemone polyanthemos","species","herb",NA,"3.2",NA,NA
"1301","Polygonatum biflorum","species","herb",NA,NA,NA,NA
"1302","Dianthus armeria","species","herb","0.384375","1.02","231","15.9814285714286"
"1303","Rhus glabra","species","shrub","10.4248","8.94677633333333",NA,NA
"1304","Campsis radicans","species","dependant",NA,"3.80091266666667","2367.5","28.3213837625"
"1305","Asclepias sullivantii","species","herb",NA,NA,NA,"25.49288533"
"1306","Psoralea argophylla","species","herb",NA,"19",NA,NA
"1307","Sambucus canadensis","species","shrub","4.78773333333333","2.69161142857143","780",NA
"1308","Dalea purpurea","species","herb",NA,NA,NA,"7.5"
"1309","Ratibida columnifera","species","herb",NA,NA,NA,NA
"1310","Arnoglossum plantagineum","species","herb",NA,"3.4",NA,NA
"1311","Cucurbita foetidissima","species",NA,NA,"42.087",NA,NA
"1312","Hedyotis nigricans","species","herb",NA,NA,NA,NA
"1313","Solanum rostratum","species","herb","0.7","3.48457142857143",NA,NA
"1314","Verbena simplex","species","herb",NA,"0.806",NA,NA
"1315","Geum canadense","species","herb","1","1.2905",NA,NA
"1316","Amorpha canescens","species","shrub","1.5","1.903825875",NA,"15.3228128"
"1317","Monarda fistulosa","species","herb","0.103870078740157","0.334860888888889",NA,"31.9117827596899"
"1318","Opuntia macrorhiza","species","shrub",NA,NA,NA,NA
"1319","Lythrum alatum","genus","herb","0.353038461538462","0.164217391304348","882.0625","24.1742026115789"
"1320","Potentilla arguta","species","herb",NA,"0.1165575",NA,"10.5"
"1321","Stenosiphon linifolius","family","herb","0.587014218009479","0.571171829351536","14609.3900913888","25.9338071204378"
"1322","Cirsium undulatum","species","herb",NA,"6.06666666666667",NA,NA
"1323","Desmodium illinoense","species","herb",NA,NA,NA,NA
"1324","Asclepias verticillata","species","herb","0.9","2.38785714285714",NA,NA
"1325","Pascopyrum smithii","species","herb","1","2.73875",NA,NA
"1326","Dalea candida","species","herb",NA,NA,NA,NA
"1327","Silphium laciniatum","species","herb",NA,NA,NA,NA
"1328","Desmodium glutinosum","species","herb",NA,NA,NA,NA
"1329","Helianthus annuus","species","herb","0.517803571428571","48.6666320754717","5126.22666666667","7.16943965617385"
"1330","Desmanthus illinoensis","species",NA,"1","5.97825",NA,NA
"1331","Teucrium canadense","species","herb",NA,"1.75",NA,NA
"1332","Elymus canadensis","species","herb","1.5","3.8575",NA,"13.73944"
"1333","na na","not found","NA",NA,NA,NA,NA
"1334","Commelina erecta","species","herb",NA,NA,NA,NA
"1335","Nepeta cataria","species","herb","0.633333333333333","0.5582966","395.9921","31.7408366666667"
"1336","Silphium integrifolium","species","herb","1.2",NA,"6800","5.81395931395349"
"1337","Verbena urticifolia","species","herb","1.5","0.34675",NA,NA
"1338","Salvia azurea","species","herb",NA,NA,NA,NA
"1339","Asclepias viridiflora","species","herb",NA,NA,NA,NA
"1340","Silene stellata","species","herb",NA,NA,NA,NA
"1341","Gaura mollis","species","herb",NA,NA,NA,NA
"1342","Mirabilis albida","species","herb",NA,NA,NA,NA
"1343","Amphicarpaea bracteata","species","dependant",NA,NA,NA,NA
"1344","Croton monanthogynus","species","herb",NA,"5.76",NA,NA
"1345","Bouteloua curtipendula","species","grass",NA,NA,"1340.468","9.5"
"1346","Rudbeckia hirta","species","herb","0.351","0.875714285714286",NA,"16.6524268"
"1347","Clematis pitcheri","genus","dependant","7.57884615384615","5.54900667567568","2642.03550492","17.9218030014783"
"1348","Tribulus terrestris","species","NA",NA,"20.504125",NA,NA
"1349","Mentzelia oligosperma","genus","herb",NA,"0.61075",NA,"0.230519481"
"1350","Vernonia baldwinii","species","herb",NA,"1",NA,NA
"1351","Campanulastrum americanum","family","herb","0.277495474036683","0.116844619607843","2230.98800199203","32.5587345904959"
"1352","Dalea multiflora","genus","herb",NA,NA,NA,"9.3919438"
"1353","Hieracium longipilum","species","herb",NA,NA,NA,NA
"1354","Chrysopsis canescens","genus","herb",NA,NA,NA,NA
"1355","Agrimonia pubescens","species","herb",NA,NA,NA,NA
"1356","Solidago missouriensis","species","herb",NA,NA,NA,NA
"1357","Euphorbia marginata","species","herb",NA,"10.905",NA,NA
"1358","Helianthus tuberosus","species","herb","1.75","2","19578.5","33.53"
"1359","Bouteloua hirsuta","species","herb",NA,NA,NA,NA
"1360","Phytolacca americana","species","herb","3","6.11572727272727",NA,NA
"1361","Bouteloua gracilis","species","grass",NA,NA,"894.0325",NA
"1362","Spartina pectinata","species","herb",NA,"0.71","1346.69222222222",NA
"1363","Dyssodia papposa","species","herb",NA,NA,NA,NA
"1364","Spiranthes vernalis","species","herb",NA,NA,NA,NA
"1365","Croton capitatus","species","herb","0.5","19.2666666666667",NA,NA
"1366","Helianthus hirsutus","species","herb",NA,NA,NA,NA
"1367","Symphoricarpos orbiculatus","species","shrub",NA,"4.229948",NA,NA
"1368","Euphorbia corollata","species","herb",NA,NA,NA,NA
"1369","Cirsium altissimum","species","herb","4","3.322",NA,NA
"1370","Kuhnia eupatorioides","family","herb","0.431684009410609","5.6517617539267","5294.61076271666","21.7654837334319"
"1371","Lycopus americanus","species","herb",NA,"0.124",NA,NA
"1372","Desmodium canescens","species","herb",NA,NA,NA,NA
"1373","Desmodium paniculatum","species","herb","1","3.192",NA,NA
"1374","Desmodium sessilifolium","species","herb",NA,NA,NA,NA
"1375","Cassia marilandica","species","herb","1.2","21.675",NA,NA
"1376","Cassia chamaecrista","genus","tree","6.8384","193.479128186667","276","50.788"
"1377","Verbesina alternifolia","species","herb",NA,NA,NA,NA
"1378","Andropogon gerardii","species","grass",NA,"3.1","367.151111111111","13.36302"
"1379","Panicum virgatum","species","grass","0.210220588235294","1.19916666666667","983.255","21.3893217281553"
"1380","Liatris aspera","species","herb","0.0779175824175824","2.075",NA,"20.1488133989071"
"1381","Helianthus maximiliani","species","herb",NA,"1.9","4070.8","2.46330917432121e-05"
"1382","Eupatorium rugosum","genus","tree","1.08044444444444","0.18675","6438.5","24.8121767222222"
"1383","Oenothera biennis 1","species","herb","0.802777777777778","0.361472157894737","18538.4832","15.701"
"1384","Lespedeza capitata","species","herb","1.5","2.83047773684211",NA,"12.5328334333333"
"1385","Tridens flavus","species","herb",NA,"0.5",NA,NA
"1386","Eupatorium altissimum","species","herb",NA,NA,NA,NA
"1387","Liatris mucronata","species","herb",NA,NA,NA,NA
"1388","Gaura longiflora","species","herb",NA,NA,NA,NA
