"species","timeseries","observations","datasets","tax_group","year_shift","temp_shift","pheno_position"
"Alnus incana",11,357,"ussr","plant",-0.361625686888789,-1.93607654681982,-27.0449354752989
"Larus canus",7,221,"ussr","bird",-0.166300518898137,-1.08093997291579,-10.5881678448686
"Nymphalis antiopa",5,135,"ussr","insect",0.159458021132637,-2.23830594051143,0.382470389900698
"Aporia crataegi",2,67,"ussr","insect",-0.144497062554203,-2.57914282335726,58.1365560908018
"Lipoptena cervi",1,49,"ussr","insect",0.161186995541006,-0.453198378295836,107.519774949654
"Linnaea borealis",6,240,"ussr","plant",-0.105544074069623,-1.4512189588909,15.7339695398654
"Trollius europaeus",12,448,"ussr","plant",-0.078576477620706,-1.41865704117522,-3.64787224062194
"Filipendula ulmaria",10,325,"ussr","plant",0.0354197778219852,-0.903102370191297,26.9478612203938
"Salix acutifolia",1,46,"ussr","plant",-0.118549631407509,-1.30972910847269,-35.4863430546765
"Platanthera bifolia",3,102,"ussr","plant",-0.10233973584348,-0.918082742059953,17.4117191846046
"Solidago virgaurea",8,289,"ussr","plant",-0.0703341664165656,-0.766312978555202,30.4436260438364
"Eriophorum vaginatum",6,265,"ussr","plant",-0.152002251104448,-1.40454963036155,-32.2515992141509
"Lonicera xylosteum",4,213,"ussr","plant",-0.0615398059386626,-1.53260427824278,1.8284458869394
"Andromeda polifolia",5,237,"ussr","plant",-0.165071147165097,-1.21132706927541,-6.36470616934968
"Malus baccata",2,85,"ussr","plant",-0.121953937595992,-0.659519062562457,-2.41891321531777
"Chamaedaphne calyculata",5,213,"ussr","plant",-0.108224256411347,-1.27343209110454,-24.7451160288269
"Salix alba",1,11,"ussr","plant",0.281818181818183,2.14918759231906,-4.34710743801652
"Gagea minima",3,88,"ussr","plant",-0.422173618596883,-1.40524113828149,-30.0636268733202
"Acer negundo",1,11,"ussr","plant",-0.00909090909089587,2.26735598227475,-2.07438016528926
"Plantae; majority of trees and shrubs",1,11,"ussr","plant",-0.699999999999995,0.155096011816833,4.19834710743802
"Plantae; 1st trees and shrubs",1,11,"ussr","plant",-0.918181818181802,-3.51627874270445,-14.0743801652893
"Castanea sativa",6,116,"ussr","plant",-0.55163706904538,-0.172905902072584,19.6126702177476
"Larus argentatus",2,36,"ussr","bird",0.0221833041447809,-0.582630718150822,-20.327307944716
"Cerasus fruticosa",4,187,"ussr","plant",-0.0296991078700978,-1.31368032894938,-3.48977101930948
"Crataegus sanguinea",1,43,"ussr","plant",-0.0226044044084494,-2.30971588138824,6.62779993041988
"Pyrrhula pyrrhula",2,44,"ussr","bird",0.0634262412268032,-1.24553529279003,191.86051004268
"Streptopelia turtur",1,28,"ussr","bird",0.222386035265672,0.547950683638662,24.6926910299003
"Linaria cannabina",1,26,"ussr","bird",-0.361295093563117,-2.31282258737307,-29.7084078711986
"Oriolus oriolus",1,33,"ussr","bird",-0.096974358208513,-0.14523366870103,28.816067653277
"Haematopus ostralegus",2,56,"ussr","bird",0.000564408394656046,-0.0985966315058106,-1.49689528365609
"Sylvia atricapilla",1,33,"ussr","bird",-0.314908667861254,-1.89919570617317,9.39182522903454
"Turdus merula",3,90,"ussr","bird",-0.396298516718192,-2.24470084731707,-17.4219099313061
"Aythya ferina",1,21,"ussr","bird",-0.113390441839493,-1.77690278274934,-18.3787375415282
"Scolopax rusticola",5,166,"ussr","bird",-0.161265732097978,-0.750352067082148,0.308440079900268
"Lullula arborea",1,25,"ussr","bird",-0.338585255803798,-1.78874916465109,-19.6930232558139
"Phylloscopus sibilatrix",2,72,"ussr","bird",-0.117250607911165,-1.13401209180544,11.4456473508794
"Podiceps cristatus",1,21,"ussr","bird",0.515030025931484,0.388446879572349,-19.9501661129568
"Ardea alba",1,20,"ussr","bird",-0.339696536775208,-1.92090635634647,-21.0430232558139
"Lanius collurio",1,26,"ussr","bird",-0.0661561428729413,-0.323067470113295,29.330053667263
"Saxicola rubetra",1,23,"ussr","bird",-0.0822694223392679,-0.166393308184347,14.4721941354904
"Cygnus olor",1,24,"ussr","bird",-0.327682887528214,-1.5112010406128,-30.4263565891473
"Columba palumbus",3,107,"ussr","bird",-0.154468468347001,-1.19248605682442,-8.62568922602326
"Sterna hirundo",1,32,"ussr","bird",-0.117534812263295,-0.438071403033866,21.0007267441861
"Coccothraustes coccothraustes",1,26,"ussr","bird",-0.485745158340949,-2.4259501986848,-15.8622540250447
"Anas penelope",2,37,"ussr","bird",0.104558048346577,-1.53642430506245,-11.7572711215779
"Regulus regulus",1,15,"ussr","bird",0.418136020151142,-1.35430079835182,187.040310077519
"Turdus philomelos",8,242,"ussr","bird",-0.0393544093012405,-0.479186773057581,-1.57540033204447
"Larus ridibundus",5,108,"ussr","bird",-0.176072509674431,-1.41334858143036,-8.4585936744494
"Merops apiaster",1,29,"ussr","bird",0.176385230709195,0.0636976410965462,33.803528468324
"Ficedula albicollis",1,28,"ussr","bird",0.0236418671339679,-0.919124076551136,11.4069767441861
"Luscinia luscinia",2,57,"ussr","bird",-0.0100589811437713,-0.6029658711883,23.5670361303776
"Anas querquedula",3,49,"ussr","bird",0.25501956245586,-0.788473880059228,-1.98962987955986
"Phylloscopus trochilus",5,136,"ussr","bird",-0.0337152737635411,-0.396580769748896,7.78110633128456
"Corydalis cava",1,13,"ussr","plant",-0.0119274809160334,1.05431309904153,-38.8263656633222
"Helichrysum arenarium",1,32,"ussr","plant",-0.271950368185186,-2.31782109492144,48.2096920289855
"Juglans regia",2,59,"ussr","plant",-0.457388587745941,-0.904516442610585,3.63263762855415
"Fraxinus excelsior",138,5808,"ussr","plant",-0.228644174135179,-1.55943380983691,4.95057699386654
"Fraxinus excelsior",138,5808,"pep","plant",-0.228644174135179,-1.55943380983691,4.95057699386654
"Cornus mas",6,131,"ussr","plant",-0.18362063057903,-1.09803735921617,-17.7440339921961
"Crataegus monogyna",6,101,"ussr","plant",0.141713356528159,-0.599512668512211,12.8915472666504
"Juglans mandshurica",2,44,"ussr","plant",0.03409821389316,-1.30951628599009,14.5570461404386
"Salix gracilistyla",1,25,"ussr","plant",-0.138684268105905,-0.00447027268663862,-2.26167938931297
"Ribes mandshuricum",4,102,"ussr","plant",0.113281556744245,-1.42584823951033,-4.20780884102015
"Sorbaria sorbifolia",4,103,"ussr","plant",-0.0262671344634,0.113159626421369,21.833795508931
"Ranunculus franchetii",1,26,"ussr","plant",0.00535634578187996,-1.24487737571661,-32.6860465116279
"Viburnum sargentii",4,110,"ussr","plant",0.0829665590265906,-0.146149193350775,13.4847854353693
"Pyrus ussuriensis",2,49,"ussr","plant",0.0978153979822479,-1.0193175518586,4.36245811976369
"Adonis amurensis",2,64,"ussr","plant",0.0761238430687211,-2.81603735836327,-64.5771787378628
"Corydalis ambigua",2,59,"ussr","plant",-0.0531270846884876,-1.40618401014928,-28.956109435648
"Acer pictum",4,117,"ussr","plant",0.0729691308692997,-0.98793252081468,3.53369446414244
"Rosa rugosa",2,44,"ussr","plant",0.0944450232364542,-0.137995646088812,19.1244703828629
"Rubus crataegifolius",2,45,"ussr","plant",-0.0473767826225501,-0.239057952627983,22.4453037161962
"Anemone amurensis",1,27,"ussr","plant",-0.0348545027154089,-1.38305679872214,-35.834194659776
"Anser fabalis",4,106,"ussr","bird",-0.0944768251871105,-1.40768195619262,-2.32138177746639
"Acrocephalus dumetorum",1,28,"ussr","bird",0.0292531004949663,-1.85169440377036,27.2753893861442
"Gallinago gallinago",3,91,"ussr","bird",-0.109792691371779,-0.60213647447927,3.17256893205095
"Sylvia borin",1,44,"ussr","bird",-0.0743019125361708,-1.45929281010924,21.9831815939364
"Ficedula hypoleuca",3,65,"ussr","bird",-0.0717476576580514,-0.907767078054433,12.4621100100364
"Cinclus cinclus",1,38,"ussr","bird",0.275566782394174,-0.189396750018549,184.636291641783
"Turdus pilaris",6,151,"ussr","bird",-0.232014336939801,-1.45757615754301,-2.56049973647899
"Turdus iliacus",6,212,"ussr","bird",-0.167875986966657,-1.24921329989474,0.261587419004655
"Ficedula parva",1,30,"ussr","bird",-0.32770155346411,-0.481113210662465,15.1801512909061
"Prunella modularis",2,50,"ussr","bird",-0.0384881516860671,-2.21086736466937,-6.54885326905223
"Hippolais icterina",1,29,"ussr","bird",-0.0386290322580621,-1.28916989502624,21.9330248541245
"Emberiza rustica",4,105,"ussr","bird",-0.00117215740056584,0.0610720179389668,2.1848010112646
"Troglodytes troglodytes",2,53,"ussr","bird",-0.34949985579634,-2.28645253163127,-13.1703648969592
"Protophormia tarrae-novae",2,62,"ussr","insect",0.207885962276354,-1.7874274024501,-27.085116890092
"Anthocharis cardamines",1,25,"ussr","insect",-0.10071225071223,0.73154560188596,29.4268179575728
"Cypripedium calceolus",1,30,"ussr","plant",-0.106766917293235,-0.903640065854215,-0.176376811594196
"Dactylorhiza maculata",3,77,"ussr","plant",-0.16347745959974,-1.89140354658342,9.40827978405596
"Calypso bulbosa",1,30,"ussr","plant",-0.107461303894702,-0.619200492545852,-21.1763768115942
"Daphne mezereum",9,311,"ussr","plant",-0.159653518235137,-1.57143048242381,-25.9428872159974
"Chimaphila umbellata",1,24,"ussr","plant",-0.418644906033673,-2.26581049802135,49.4819565217391
"Campanula patula",1,28,"ussr","plant",-0.0290948115246434,0.36808947405677,43.214099378882
"Angelica sylvestris",3,114,"ussr","plant",-0.228592562792314,-1.30152445569405,20.9318808520933
"Pyrola rotundifolia",2,77,"ussr","plant",-0.319532859389955,-1.36351149996012,8.44912486778378
"Melampyrum sylvaticum",2,56,"ussr","plant",-0.0418741302593037,-1.05553437522787,11.0967584522448
"Menyanthes trifoliata",4,112,"ussr","plant",-0.318105999818563,-1.3245786108854,-0.711523687293031
"Leucanthemum ircutianum",1,40,"ussr","plant",-0.025378665807285,-1.80119119382145,17.4319565217391
"Nyphar lutea",1,35,"ussr","plant",-0.0545713620233722,-0.840202708261354,18.7569565217391
"Rubus saxatilis",5,150,"ussr","plant",-0.233671061414846,-1.75685478961468,6.40149433739875
"Dactylis glomerata",25,602,"ussr","plant",-0.255698652771697,-2.69631253568937,28.2086201744854
"Dactylis glomerata",25,602,"pep","plant",-0.255698652771697,-2.69631253568937,28.2086201744854
"Silene flos-cuculi",1,38,"ussr","plant",-0.0727585932737913,-1.53379212833459,10.3832723112128
"Campanula glomerata",1,36,"ussr","plant",-0.223844624560332,-1.88501510850655,28.3847342995169
"Petasites frigidus",1,28,"ussr","plant",-0.138009255058536,-0.294679431122568,-29.6073291925466
"Comarum palustre",4,97,"ussr","plant",-0.12636687810477,-0.641565316089687,23.621529429006
"Quercus petraea",2,32,"ussr","plant",-0.00767263427110274,0.338810460541537,5.40028512593062
"Berberis vulgaris",2,26,"ussr","plant",-1.58185158679914,-0.69054269638877,1.55028512593063
"Gavia arctica",1,13,"ussr","bird",-0.0982327654832053,-0.472617507546356,12.0582861319204
"Cornus suecica",1,25,"ussr","plant",0.38678660049628,-1.99758678602293,5.50894133513148
"Galium palustre",1,18,"ussr","plant",-0.400344629523301,-2.20031770599975,21.5111635573537
"Salix phylicifolia",2,39,"ussr","plant",0.0283746898262973,-1.14883677747497,-15.0932069489354
"Betula pubescens",5,131,"ussr","plant",-0.25880395071462,-2.62141009882898,-7.06687245570266
"Moneses uniflora",1,22,"ussr","plant",-0.0243282498184522,-2.16100367406225,7.0162140624042
"Drosera anglica",1,11,"ussr","plant",-0.38155459592841,-3.98993288590606,32.8798504260406
"Hieracium umbellatum",1,23,"ussr","plant",-0.134150202634252,-1.308008163662,16.136767422088
"Neottia cordata",1,22,"ussr","plant",0.062347981190215,-1.10392150067578,0.516214062404202
"Ranunculus acris",1,29,"ussr","plant",-0.171158663568042,-0.681418786753518,-9.45243797521334
"Avenella flexuosa",1,21,"ussr","plant",-0.635553739272592,-1.51567486060946,21.6460841922743
"Corallorhiza trifida",1,19,"ussr","plant",-0.242294436238315,-2.5610116204339,3.78894133513148
"Betula nana",3,49,"ussr","plant",-0.12992326182408,-2.08280025291274,-1.87732440114337
"Rumex confertus",1,14,"ussr","plant",-0.483896307934022,0.165819966893088,10.7889413351315
"Nuphar lutea",4,78,"ussr","plant",-0.856693733356333,-1.75849369764158,18.9621456234928
"Pyrola chlorantha",1,11,"ussr","plant",0.128787878787897,-0.883321141185076,19.1525776987679
"Centaurea jacea",1,17,"ussr","plant",-0.212732757723892,-0.286089847676486,38.3771766292491
"Luzula multiflora",1,10,"ussr","plant",0.0844111640571822,-1.31357482619832,-25.5110586648685
"Melampyrum pratense",1,22,"ussr","plant",-0.0126010461245687,-1.81402343505233,10.4707595169497
"Eriophorum angustifolium",1,10,"ussr","plant",-0.263405196241027,-0.854800936768147,-15.5110586648685
"Viola epipsila",2,25,"ussr","plant",-0.555959684487291,-1.91515874569643,-14.0233627185603
"Drosera rotundifolia",1,20,"ussr","plant",0.0636525877453901,-1.31761661301521,29.2889413351315
"Phleum pratense",2,40,"ussr","plant",-0.546359097763754,-0.62191858365464,23.3488958719909
"Luzula sudetica",1,13,"ussr","plant",1.91642651296833,0.182059123343523,-20.7495202033301
"Hieracium caespitosum",1,20,"ussr","plant",0.101882012305461,-1.03448275862068,16.9389413351315
"Galeopsis speciosa",1,17,"ussr","plant",-0.398419649657273,-0.348961626380042,18.2595295704256
"Viola tricolor",1,24,"ussr","plant",-0.11876075731499,-0.69446646583161,-8.96105866486852
"Rumex acetosa",1,13,"ussr","plant",-0.0169082125603567,-2.38209037762679,7.48124902743916
"Stellaria palustris",1,11,"ussr","plant",-0.548395313295971,-1.65576550387596,14.0616686078588
"Rhinanthus angustifolius",1,15,"ussr","plant",0.500000000000042,1.86315819240994,22.2556080017982
"Calla palustris",2,52,"ussr","plant",-0.345072273312208,-2.42686673935226,6.62193545629815
"Stellaria graminea",1,17,"ussr","plant",-0.405780005897947,-1.25290125972254,12.0830589821903
"Salix udensis",1,17,"ussr","plant",0.116569131642728,-1.98931569575172,-11.2666666666667
"Rhodococcum minor",1,20,"ussr","plant",-0.0772361320003522,0.247070111712702,12.5833333333333
"Lonicera kamtschatica",1,26,"ussr","plant",-0.180358880612616,-2.49111111111111,1.46410256410255
"Plectrophenax nivalis",2,92,"ussr","bird",-0.167007309812155,-0.52100426273787,-28.4230611446068
"Pinicola enucleator",1,52,"ussr","bird",-0.0479785252717307,-0.999715448463961,-50.9684581422992
"Archiearis parthenias",1,32,"ussr","insect",-0.125177341420784,-0.759334382796005,22.8007726269316
"Formica rufa",2,96,"ussr","insect",0.0241626532174096,-0.564412198222094,2.10829218352989
"Cirsium heterophyllum",4,162,"ussr","plant",-0.251230359400638,-1.29449107013099,15.9683137595057
"Parnassia palustris",1,58,"ussr","plant",0.025931280568452,-1.1106450097322,25.7371923613711
"Aythya fuligula",1,31,"ussr","bird",-0.148310810810811,-0.689468781658588,10.5439192208024
"Corvus cornix",1,31,"ussr","bird",-0.306321452589107,-0.797682796539504,-30.1657581985524
"Riparia riparia",2,58,"ussr","bird",-0.00433277296049362,-1.31366564011152,21.1813948264823
"Cacalia hastate",3,127,"ussr","plant",-0.257349128099706,-0.819589418191599,26.6209223886359
"Picea obovata",2,75,"ussr","plant",-0.0643175928411382,-0.975363520874979,3.9259298921982
"Viola rupestris",1,31,"ussr","plant",-0.136273997338916,-2.07353755745408,-19.7644252612449
"Rubus sachalinensis",3,86,"ussr","plant",-0.0894305150788079,-1.64046039552114,9.38464315605087
"Ribes hispidulum",3,92,"ussr","plant",-0.0950105387100456,-1.2505036745798,-6.06824218963105
"Aconitum septentrionale",2,55,"ussr","plant",-0.291285041684642,-1.22696712187036,14.1390686320435
"Pinus sibirica",1,18,"ussr","plant",0.111455108359124,-1.8342653090934,4.6549295774648
"Tabanus bovinus",1,30,"ussr","insect",0.0790192851153756,-2.13149468603971,56.3553264604811
"Calliphora uralensis",2,43,"ussr","insect",-0.200743104983396,-2.63213258850193,-16.3102427071485
"Solanum tuberosum",32,771,"ussr","plant",-0.0813436540263915,-1.10426896112589,29.1243719654765
"Solanum tuberosum",32,771,"pep","plant",-0.0813436540263915,-1.10426896112589,29.1243719654765
"Orthilia secunda",1,13,"ussr","plant",0.316326530612202,1.02567886658796,3.44945963127782
"Dryopteris filix-mas",1,15,"ussr","plant",-0.991573033707799,-1.1621567548642,3.00330578512398
"Circus aeruginosus",1,10,"ussr","bird",0.0192122958693781,-1.32867132867133,-1.38818565400844
"Tringa nebularia",2,22,"ussr","bird",-1.18473193473196,0.581417056616989,5.70031159182383
"Tringa totanus",1,10,"ussr","bird",-0.230158730158726,-1.50096402197243,5.01181434599157
"Gentiana pneumonanthe",1,10,"ussr","plant",-4.13817663817671,-5.34460052677788,60.0769230769231
"Crex Crex",1,14,"ussr","bird",-0.511251125112515,-1.49810154854079,33.005291005291
"Larus fuscus",1,10,"ussr","bird",-0.412121212121207,-0.749443960932213,-4.69452449567723
"Acrocephalus palustris",1,10,"ussr","bird",0.484848484848482,-0.228765746966536,38.1054755043228
"Sylvia curruca",1,10,"ussr","bird",0.721212121212127,-0.353067525842393,21.6054755043228
"Anthus pratensis",1,10,"ussr","bird",-0.418181818181802,-3.06111594623345,-5.99452449567723
"Bombus terrestris",1,15,"ussr","insect",-0.228019720624488,-0.458311541743507,6.30547550432277
"Numenius arquata",1,33,"ussr","bird",-0.0604332163310574,-1.10281073609031,-2.9818724808387
"Phylloscopus borealis",1,32,"ussr","bird",-0.102556155349498,0.265303481299338,41.0711578221916
"Numenius phaeopus",1,25,"ussr","bird",-0.13760387811635,0.0707570219503115,7.28115782219159
"Accipiter nisus",1,31,"ussr","bird",-0.0469458493198473,0.927558954700436,-0.19497121006647
"Asio flammeus",1,24,"ussr","bird",-0.586504251341755,-0.886868064118374,9.32115782219159
"Dryas octopetala",1,36,"ussr","plant",-0.123423423423423,-0.701371442691814,0.646807297605477
"Limenitis populi",1,16,"ussr","insect",0.13434156820623,-1.33736638545581,72.6847345132743
"Pieris brassicae",1,33,"ussr","insect",-0.365864253777205,-3.13022823505112,9.79458299812282
"Pulmonaria obscura",3,94,"ussr","plant",0.181343243707422,-1.68442360560861,-29.0138916947868
"Euonymus verrucosus",2,111,"ussr","plant",-0.116391046698444,-1.27010291159283,2.31781888500525
"Melilotus albus",1,38,"ussr","plant",-0.301638825112824,-2.03397092314417,30.9035271424635
"Fritillaria ruthenica",3,135,"ussr","plant",-0.169709106446113,-0.81193980516627,-17.2679749899715
"Cichorium intybus",1,39,"ussr","plant",-0.188649206206835,-2.37566141833904,41.6734326755269
"Rubus nessensis",1,51,"ussr","plant",-0.183212498606849,-1.71954666737115,25.1259213633097
"Nymphaea alba",1,16,"ussr","plant",-0.0182665195537571,1.14285714285714,37.1173429319372
"Polygonum bistorta",2,59,"ussr","plant",-0.238805582541428,-1.42515166154226,6.91862195137639
"Tulipa sylvestris",1,22,"ussr","plant",-0.259484264594681,0.0324259472429818,-13.8883388862446
"Salix fragilis",2,100,"ussr","plant",-0.0280148026302693,-0.369731339633638,-10.181218002477
"Crataegus maximowiczii",2,57,"ussr","plant",-0.0279708533728181,-2.31928467343236,2.21507316522747
"Aconitum sczukinii",1,23,"ussr","plant",0.0995906867956598,-0.930581364481016,78.5547483564444
"Phellodendron amurense",2,65,"ussr","plant",0.274437391746073,-0.824351416353903,22.2365793205261
"Fritillaria maximowiczii",1,15,"ussr","plant",0.167861945315984,-2.82915284798918,-6.19597628123677
"Lonicera ruprechtiana",2,35,"ussr","plant",0.354362022667587,-2.74346694785845,-0.0677112128916093
"Potentilla fragarioides",1,35,"ussr","plant",0.013253241800153,-1.25865075325182,-29.7769286621891
"Prunus maackii",2,67,"ussr","plant",-0.0101746748222423,-3.29350143163217,0.857257161554941
"Acer tegmentosum",2,71,"ussr","plant",0.0349603744760604,-3.09657723122692,-1.0438534326
"Fragaria orientalis",1,14,"ussr","plant",-0.0584577837178174,-0.143680020710622,-4.09121437647485
"Betula dahurica",2,41,"ussr","plant",0.11516965044874,-3.38234728298547,1.84005843404213
"Viola orientalis",1,10,"ussr","plant",0.663107947805416,-2.48207650845152,-31.9626429479034
"Syringa reticulata",2,64,"ussr","plant",-0.0181458486984355,0.0786820958662492,16.4899143788896
"Tilia amurensis",2,64,"ussr","plant",0.138458922156326,-0.278818292303243,30.1711776759973
"Aralia elata",2,65,"ussr","plant",0.0702699389079455,-0.337335090526644,40.1318219337004
"Populus suaveolens",2,54,"ussr","plant",-0.110311150137968,-1.68441133639301,-10.7312733043949
"Berberis amurensis",2,65,"ussr","plant",0.0762983583303641,-2.46293290505973,0.0126704021199799
"Schisandra chinensis",2,57,"ussr","plant",0.241869331317955,0.5465593373631,11.7344193362978
"Philadelphus tenuifolius",2,67,"ussr","plant",-0.0713185529835561,-1.21095513384858,14.4887717406502
"Hylomecon japonicum",1,34,"ussr","plant",-0.00842177842349345,-1.6148892659792,-15.6038194184917
"Pseudostellaria rigida",1,11,"ussr","plant",0.604832713754632,-1.48921756802529,-26.3899156751762
"Viola selkirkii",1,13,"ussr","plant",-0.20269259536275,-0.6857848518112,-32.5087967940573
"Acer caudatum",2,70,"ussr","plant",-0.0272215069302371,-3.60873630365463,1.33572230964022
"Plagiorhegma dubium",1,27,"ussr","plant",-0.1334868664045,-1.72105805565098,-29.4404207256812
"Rosa davurica",2,61,"ussr","plant",-0.135062604664775,-1.04409707482995,11.0287266956051
"Pinus koraiensis",2,30,"ussr","plant",0.829003850477976,2.04122574312459,27.7110720953035
"Clintonia udensis",1,18,"ussr","plant",0.460268317853457,-2.20684596577017,-4.55153183679232
"Lonicera chrysantha",2,63,"ussr","plant",0.0222688122732054,0.258710889294344,0.375606344016205
"Aquilegia oxysepala",1,31,"ussr","plant",0.0239077429049354,0.828455441716602,0.627679632741717
"Convallaria keiskei",1,24,"ussr","plant",0.122824221622963,1.93493401286168,8.83735705209656
"Corylus sieboldiana var. mandshurica",2,67,"ussr","plant",-0.0135927447687934,-0.909024520177529,-18.6467494948711
"Taraxacum mongolicum",1,36,"ussr","plant",0.113603473227208,-1.30756694557401,-18.5793096145701
"Malus mandshurica",2,68,"ussr","plant",0.0428810520018761,-2.39085822106734,1.27887636139995
"Abies nephrolepis",1,14,"ussr","plant",0.550403225806463,-0.275438354273072,12.383429672447
"Polemonium caeruleum",3,114,"ussr","plant",-0.0773126820397795,-0.502444432221852,-0.244382896361183
"Actinidia kolomikta",1,28,"ussr","plant",0.153652362438373,2.82963160501352,7.74057252958988
"Chosenia arbutifolia",2,34,"ussr","plant",0.0083414710847735,-1.94703660498051,-11.7125233043949
"Alnus maximowiczii",2,42,"ussr","plant",0.319878065605123,-2.11374432136775,-12.1315974844101
"Alnus hirsuta",2,57,"ussr","plant",0.0955108649107324,-1.54130994427505,-27.5070308801524
"Prunus padus var. pubescens",2,64,"ussr","plant",-0.0204196834239115,-1.47954795669666,-12.0464892288213
"Ulmus davidiana",2,55,"ussr","plant",-0.0302456195939187,-2.50566421079276,-12.9131281431046
"Fraxinus mandschurica",2,60,"ussr","plant",0.0818469568859131,-4.61383263958378,2.4103933622718
"Viola patrinii",1,13,"ussr","plant",0.389447236180904,-0.0116369278510469,-2.50879679405728
"Quercus mongolica",1,31,"ussr","plant",0.209744392634694,1.42000786163522,7.125365156318
"Picea jezoensis",1,15,"ussr","plant",1.06964164976334,-1.03385731559854,12.583429672447
"Anemone udensis",1,15,"ussr","plant",0.52961121157327,0.864632837651389,-2.46264294790345
"Eleutherococcus senticosus",2,61,"ussr","plant",0.0315456928385608,0.433719771987523,32.3241379510164
"Anemone reflexa",2,72,"ussr","plant",-0.129961185874,-0.485860796801359,-17.469295581982
"Lathyrus frolovii",2,90,"ussr","plant",-0.146894384902025,-0.2610935984311,-3.17577252894809
"Crepis sibirica",3,113,"ussr","plant",-0.244747047847344,-0.532629307851997,15.348058200856
"Ribes spicatum",2,84,"ussr","plant",-0.123574473874327,-2.19836980768599,-6.6568189392876
"Crepis lyrata",2,85,"ussr","plant",0.00824338795356005,-0.367920198029296,9.32278914488533
"Lathyrus gmelinii",2,98,"ussr","plant",-0.147865753374698,-0.42916521207484,-1.92235493850765
"Stellaria bungeana s. str.",2,86,"ussr","plant",-0.0420170761986194,-0.110957349172005,-3.24500811792051
"Sibiraea laevigata",1,10,"ussr","plant",0.164335664335681,0.434941520467842,5.67500000000001
"Lonicera tatarica",1,11,"ussr","plant",-0.0517006802721112,-1.1371237458194,15.3916083916084
"Trollius altaicus",1,10,"ussr","plant",0.191808191808196,-0.750884400319529,6.44615384615383
"Nymphaea candida",1,10,"ussr","plant",-0.590409590409523,-1.24328648154498,31.0431372549019
"Tussilago officinalis",1,11,"ussr","plant",0.718181818181683,-0.769349012374147,-36.656862745098
"Valeriana wolgensis",1,21,"ussr","plant",-0.376623376623379,-2.1071083786393,-0.532636469221842
"Salix holosericea",1,23,"ussr","plant",0.57806324110674,-0.990025389916578,-44.0316012725345
"Senecio nemorensis",1,21,"ussr","plant",-0.0831168831168854,-0.650324480558435,22.5149825783972
"Ligularia sibirica",1,14,"ussr","plant",-0.562027231467477,-0.875467549383971,17.3721254355401
"Hypericum maculatum",1,21,"ussr","plant",-0.797308367466342,-2.67488235969242,32.8006968641115
"Rhodiola rosea",1,20,"ussr","plant",-0.483426891205537,-1.72447702485249,-3.32073170731709
"Ribes scandicum",1,17,"ussr","plant",-0.438248502994028,-2.04012070949394,-15.2413199426112
"Crepis paludosa",1,20,"ussr","plant",-0.497402597402537,-1.37547476939772,21.0292682926829
"Geranium albiflorum",1,11,"ussr","plant",-0.776923076923069,-1.94673168039008,-9.40709534368071
"Anemonidium narcissiflorum",1,21,"ussr","plant",0.0137873407144386,-1.71159239638517,-16.0564459930314
"Rubus idaeus/matsumuranus",1,34,"ussr","plant",-0.287089381207024,-1.55820159475675,12.0324369747899
"Astragalus Astragalus testiculatus",2,92,"ussr","plant",-0.132113192307696,-0.878136916454851,-16.9623738776658
"Psephellus Psephellus carbonatus",2,97,"ussr","plant",-0.0526026369869168,-0.873103769528689,-13.4997778715214
"Euphorbia Euphorbia zhiguliensis",2,90,"ussr","plant",-0.0647441241172279,-1.4603200974972,-8.57904054433247
"Gypsophila Gypsophila zhegulensis",2,101,"ussr","plant",-0.0923811845123349,-0.762036874621479,20.2248555595636
"Alyssum lenense",2,95,"ussr","plant",-0.069171750107098,-1.00409584338426,-19.9238145556319
"Krascheninnikovia ceratoides",2,87,"ussr","plant",0.30352451006299,-0.508699392290745,37.5302814895658
"Valeriana tuberosa",2,88,"ussr","plant",-0.139975902392377,-0.774938860971873,-20.6078284231204
"Thymus guberlinensis",2,102,"ussr","plant",-0.051910053924586,-0.224925384277246,22.2807675580129
"Gypsophila altissima",2,103,"ussr","plant",-0.106365538589895,-0.705929082492201,20.1299561389179
"Hedysarum grandiflorum",2,95,"ussr","plant",-0.0291093626956991,-1.03934217532503,-9.98499292528486
"Caragana frutex",2,99,"ussr","plant",-0.212073134015697,-1.59272745780457,-5.05176781705975
"Dianthus capitatus",2,81,"ussr","plant",-0.0267754868270365,-0.915117973629425,-1.56607758136952
"Aster alpinus",2,104,"ussr","plant",-0.0327740335777148,-0.937956461004671,-6.8060013286462
"Lomelosia isetensis",2,102,"ussr","plant",-0.143934135534393,-0.763496624934643,13.0003712203734
"Elymus Elymus lolioides",2,64,"ussr","plant",-0.122179314609226,-0.942329309472374,11.7223437303076
"Galatella villosa",2,100,"ussr","plant",-0.0242324659211155,-0.465822728283762,39.6951352798433
"Pimpinella tragium",2,96,"ussr","plant",-0.112301031979648,-0.971676225858436,18.684431941436
"Hieracium virosum",2,95,"ussr","plant",-0.230460217290587,-1.2630988041289,34.1706122334453
"Linaria genistifolia",2,78,"ussr","plant",-0.405188209366044,0.173936202038577,25.8748056095137
"Astragalus zingeri",2,76,"ussr","plant",-0.175861823361817,-1.22034166004913,-1.727502082794
